0.000000000000000000e+00,2.120599999999999952e+01,2.008899999999999864e+01,1.994800000000000040e+01,2.177899999999999991e+01,2.145700000000000074e+01,2.044000000000000128e+01,2.082300000000000040e+01,2.180900000000000105e+01,2.158399999999999963e+01,2.198600000000000065e+01,2.098900000000000077e+01,2.131299999999999883e+01,2.136299999999999955e+01,2.215800000000000125e+01,2.193700000000000117e+01,2.125799999999999912e+01,1.976500000000000057e+01,2.107900000000000063e+01,2.087000000000000099e+01,1.968599999999999994e+01,2.166400000000000148e+01,2.090899999999999892e+01,9.858999999999999986e+00,1.189700000000000024e+01,1.157600000000000051e+01,9.031000000000000583e+00,1.234900000000000020e+01,1.137299999999999933e+01,9.737999999999999545e+00,8.685999999999999943e+00,9.257999999999999119e+00,9.025000000000000355e+00,1.042900000000000027e+01,1.213400000000000034e+01,8.493999999999999773e+00,1.058099999999999952e+01,1.185200000000000031e+01,9.353999999999999204e+00,1.063199999999999967e+01,1.188299999999999912e+01
2.120599999999999952e+01,0.000000000000000000e+00,1.290000000000000036e+00,1.336999999999999966e+00,6.209999999999999964e-01,2.969999999999999862e-01,7.660000000000000142e-01,7.179999999999999716e-01,6.600000000000000311e-01,5.080000000000000071e-01,1.207000000000000073e+00,1.143999999999999906e+00,1.290000000000000036e-01,2.690000000000000169e-01,9.519999999999999574e-01,7.429999999999999938e-01,1.300000000000000044e-01,2.068999999999999950e+00,2.859999999999999765e-01,3.800000000000000044e-01,1.564000000000000057e+00,5.919999999999999707e-01,5.280000000000000249e-01,1.136999999999999922e+01,9.372999999999999332e+00,9.644999999999999574e+00,1.240600000000000058e+01,9.055999999999999162e+00,9.967000000000000526e+00,1.159600000000000009e+01,1.255400000000000027e+01,1.194800000000000040e+01,1.218399999999999928e+01,1.083500000000000085e+01,9.106999999999999318e+00,1.271199999999999974e+01,1.072600000000000087e+01,9.385999999999999233e+00,1.193900000000000006e+01,1.058900000000000041e+01,9.506000000000000227e+00
2.008899999999999864e+01,1.290000000000000036e+00,0.000000000000000000e+00,2.330000000000000127e-01,1.739999999999999991e+00,1.453999999999999959e+00,7.419999999999999929e-01,1.433000000000000052e+00,1.949000000000000066e+00,1.788000000000000034e+00,1.911999999999999922e+00,1.953999999999999959e+00,1.352999999999999980e+00,1.536999999999999922e+00,2.161999999999999922e+00,2.008000000000000007e+00,1.395000000000000018e+00,8.840000000000000080e-01,1.332999999999999963e+00,9.100000000000000311e-01,4.809999999999999831e-01,1.600000000000000089e+00,8.469999999999999751e-01,1.029499999999999993e+01,8.336999999999999744e+00,8.571999999999999176e+00,1.139300000000000068e+01,8.083999999999999631e+00,8.955000000000000071e+00,1.056400000000000006e+01,1.141399999999999970e+01,1.083999999999999986e+01,1.108600000000000030e+01,9.782000000000000028e+00,8.055999999999999162e+00,1.159900000000000020e+01,9.692999999999999616e+00,8.330000000000000071e+00,1.089100000000000001e+01,9.512000000000000455e+00,8.519000000000000128e+00
1.994800000000000040e+01,1.336999999999999966e+00,2.330000000000000127e-01,0.000000000000000000e+00,1.844000000000000083e+00,1.538000000000000034e+00,6.770000000000000462e-01,1.358000000000000096e+00,1.995000000000000107e+00,1.814999999999999947e+00,2.084000000000000075e+00,1.858000000000000096e+00,1.417999999999999927e+00,1.564000000000000057e+00,2.251999999999999780e+00,2.073999999999999844e+00,1.427999999999999936e+00,1.020000000000000018e+00,1.330000000000000071e+00,9.619999999999999662e-01,2.730000000000000204e-01,1.717999999999999972e+00,9.609999999999999654e-01,1.014000000000000057e+01,8.172000000000000597e+00,8.416000000000000369e+00,1.122400000000000020e+01,7.905000000000000249e+00,8.785000000000000142e+00,1.039899999999999913e+01,1.127800000000000047e+01,1.069500000000000028e+01,1.093699999999999939e+01,9.621999999999999886e+00,7.894000000000000128e+00,1.145500000000000007e+01,9.526999999999999247e+00,8.169999999999999929e+00,1.072899999999999920e+01,9.356999999999999318e+00,8.342999999999999972e+00
2.177899999999999991e+01,6.209999999999999964e-01,1.739999999999999991e+00,1.844000000000000083e+00,0.000000000000000000e+00,3.320000000000000173e-01,1.362999999999999989e+00,1.282000000000000028e+00,5.180000000000000160e-01,6.179999999999999938e-01,7.179999999999999716e-01,1.588000000000000078e+00,4.949999999999999956e-01,6.229999999999999982e-01,4.359999999999999987e-01,4.109999999999999765e-01,6.340000000000000080e-01,2.380999999999999783e+00,8.599999999999999867e-01,9.100000000000000311e-01,2.096999999999999975e+00,1.779999999999999916e-01,8.930000000000000160e-01,1.195400000000000063e+01,9.964999999999999858e+00,1.022799999999999976e+01,1.300500000000000078e+01,9.660000000000000142e+00,1.056400000000000006e+01,1.218999999999999950e+01,1.311599999999999966e+01,1.252200000000000024e+01,1.276099999999999923e+01,1.142399999999999949e+01,9.695999999999999730e+00,1.328400000000000070e+01,1.131900000000000084e+01,9.974000000000000199e+00,1.252999999999999936e+01,1.117200000000000060e+01,1.010800000000000054e+01
2.145700000000000074e+01,2.969999999999999862e-01,1.453999999999999959e+00,1.538000000000000034e+00,3.320000000000000173e-01,0.000000000000000000e+00,1.032000000000000028e+00,9.969999999999999973e-01,5.580000000000000515e-01,5.180000000000000160e-01,9.290000000000000480e-01,1.370999999999999996e+00,1.690000000000000113e-01,3.920000000000000151e-01,7.129999999999999671e-01,5.639999999999999458e-01,3.430000000000000271e-01,2.157999999999999918e+00,5.629999999999999449e-01,5.869999999999999662e-01,1.784000000000000030e+00,2.989999999999999880e-01,6.159999999999999920e-01,1.162899999999999956e+01,9.637000000000000455e+00,9.903000000000000469e+00,1.267500000000000071e+01,9.330000000000000071e+00,1.023499999999999943e+01,1.186200000000000010e+01,1.279800000000000004e+01,1.219899999999999984e+01,1.243800000000000061e+01,1.109699999999999953e+01,9.368999999999999773e+00,1.296199999999999974e+01,1.099099999999999966e+01,9.647000000000000242e+00,1.220299999999999940e+01,1.084699999999999953e+01,9.776999999999999247e+00
2.044000000000000128e+01,7.660000000000000142e-01,7.419999999999999929e-01,6.770000000000000462e-01,1.362999999999999989e+00,1.032000000000000028e+00,0.000000000000000000e+00,6.919999999999999485e-01,1.389999999999999902e+00,1.185999999999999943e+00,1.802000000000000046e+00,1.213000000000000078e+00,8.780000000000000027e-01,9.429999999999999494e-01,1.717999999999999972e+00,1.500999999999999890e+00,8.239999999999999547e-01,1.625000000000000000e+00,6.790000000000000480e-01,4.729999999999999760e-01,8.459999999999999742e-01,1.284000000000000030e+00,6.500000000000000222e-01,1.060399999999999920e+01,8.608000000000000540e+00,8.878999999999999559e+00,1.164400000000000013e+01,8.298000000000000043e+00,9.204000000000000625e+00,1.083200000000000074e+01,1.178999999999999915e+01,1.118200000000000038e+01,1.141799999999999926e+01,1.006900000000000084e+01,8.342000000000000526e+00,1.194599999999999973e+01,9.961000000000000298e+00,8.621000000000000441e+00,1.117399999999999949e+01,9.823000000000000398e+00,8.744999999999999218e+00
2.082300000000000040e+01,7.179999999999999716e-01,1.433000000000000052e+00,1.358000000000000096e+00,1.282000000000000028e+00,9.969999999999999973e-01,6.919999999999999485e-01,0.000000000000000000e+00,1.046000000000000041e+00,8.100000000000000533e-01,1.923000000000000043e+00,5.350000000000000311e-01,8.379999999999999671e-01,6.680000000000000382e-01,1.485000000000000098e+00,1.215999999999999970e+00,6.560000000000000275e-01,2.314000000000000057e+00,4.349999999999999978e-01,7.810000000000000275e-01,1.483000000000000096e+00,1.294999999999999929e+00,1.038999999999999924e+00,1.096899999999999942e+01,8.948999999999999844e+00,9.247999999999999332e+00,1.195599999999999952e+01,8.590999999999999304e+00,9.522000000000000242e+00,1.116099999999999959e+01,1.220700000000000074e+01,1.157199999999999918e+01,1.179899999999999949e+01,1.041600000000000037e+01,8.695999999999999730e+00,1.233900000000000041e+01,1.029299999999999926e+01,8.977000000000000313e+00,1.151500000000000057e+01,1.019200000000000017e+01,9.047000000000000597e+00
2.180900000000000105e+01,6.600000000000000311e-01,1.949000000000000066e+00,1.995000000000000107e+00,5.180000000000000160e-01,5.580000000000000515e-01,1.389999999999999902e+00,1.046000000000000041e+00,0.000000000000000000e+00,2.359999999999999876e-01,1.221000000000000085e+00,1.195999999999999952e+00,6.029999999999999805e-01,4.490000000000000102e-01,4.640000000000000235e-01,1.900000000000000022e-01,5.709999999999999520e-01,2.701000000000000068e+00,7.299999999999999822e-01,1.040000000000000036e+00,2.214999999999999858e+00,6.680000000000000382e-01,1.147000000000000020e+00,1.196299999999999919e+01,9.952999999999999403e+00,1.023900000000000077e+01,1.297300000000000075e+01,9.614000000000000767e+00,1.053700000000000081e+01,1.217200000000000060e+01,1.316999999999999993e+01,1.255199999999999960e+01,1.278500000000000014e+01,1.141900000000000048e+01,9.694000000000000838e+00,1.331799999999999962e+01,1.130199999999999960e+01,9.974000000000000199e+00,1.252100000000000080e+01,1.118399999999999928e+01,1.006700000000000017e+01
2.158399999999999963e+01,5.080000000000000071e-01,1.788000000000000034e+00,1.814999999999999947e+00,6.179999999999999938e-01,5.180000000000000160e-01,1.185999999999999943e+00,8.100000000000000533e-01,2.359999999999999876e-01,0.000000000000000000e+00,1.336000000000000076e+00,9.939999999999999947e-01,4.939999999999999947e-01,2.520000000000000018e-01,6.860000000000000542e-01,4.109999999999999765e-01,3.930000000000000160e-01,2.576999999999999957e+00,5.120000000000000107e-01,8.810000000000000053e-01,2.023000000000000131e+00,7.249999999999999778e-01,1.030000000000000027e+00,1.173600000000000065e+01,9.724999999999999645e+00,1.001299999999999990e+01,1.274200000000000088e+01,9.381000000000000227e+00,1.030599999999999916e+01,1.194200000000000017e+01,1.294899999999999984e+01,1.232799999999999940e+01,1.256000000000000050e+01,1.119100000000000072e+01,9.467000000000000526e+00,1.309399999999999942e+01,1.107300000000000040e+01,9.746999999999999886e+00,1.229199999999999982e+01,1.095800000000000018e+01,9.835000000000000853e+00
2.198600000000000065e+01,1.207000000000000073e+00,1.911999999999999922e+00,2.084000000000000075e+00,7.179999999999999716e-01,9.290000000000000480e-01,1.802000000000000046e+00,1.923000000000000043e+00,1.221000000000000085e+00,1.336000000000000076e+00,0.000000000000000000e+00,2.287999999999999812e+00,1.084000000000000075e+00,1.304999999999999938e+00,9.260000000000000453e-01,1.072000000000000064e+00,1.272000000000000020e+00,2.306999999999999940e+00,1.487999999999999989e+00,1.334999999999999964e+00,2.355999999999999872e+00,6.370000000000000107e-01,1.175999999999999934e+00,1.220500000000000007e+01,1.024900000000000055e+01,1.048300000000000054e+01,1.330400000000000027e+01,9.989000000000000767e+00,1.086599999999999966e+01,1.247600000000000087e+01,1.330499999999999972e+01,1.274300000000000033e+01,1.299099999999999966e+01,1.169400000000000084e+01,9.967000000000000526e+00,1.350000000000000000e+01,1.160500000000000043e+01,1.024200000000000088e+01,1.280199999999999960e+01,1.142099999999999937e+01,1.042699999999999960e+01
2.098900000000000077e+01,1.143999999999999906e+00,1.953999999999999959e+00,1.858000000000000096e+00,1.588000000000000078e+00,1.370999999999999996e+00,1.213000000000000078e+00,5.350000000000000311e-01,1.195999999999999952e+00,9.939999999999999947e-01,2.287999999999999812e+00,0.000000000000000000e+00,1.241000000000000103e+00,9.839999999999999858e-01,1.659999999999999920e+00,1.385999999999999899e+00,1.042000000000000037e+00,2.838000000000000078e+00,8.689999999999999947e-01,1.296999999999999931e+00,1.949000000000000066e+00,1.651999999999999913e+00,1.550999999999999934e+00,1.112899999999999956e+01,9.096000000000000085e+00,9.417999999999999261e+00,1.207000000000000028e+01,8.699999999999999289e+00,9.648999999999999133e+00,1.129100000000000037e+01,1.241099999999999959e+01,1.175399999999999956e+01,1.197300000000000075e+01,1.056499999999999950e+01,8.855000000000000426e+00,1.252200000000000024e+01,1.042900000000000027e+01,9.137000000000000455e+00,1.165499999999999936e+01,1.035899999999999999e+01,9.160999999999999588e+00
2.131299999999999883e+01,1.290000000000000036e-01,1.352999999999999980e+00,1.417999999999999927e+00,4.949999999999999956e-01,1.690000000000000113e-01,8.780000000000000027e-01,8.379999999999999671e-01,6.029999999999999805e-01,4.939999999999999947e-01,1.084000000000000075e+00,1.241000000000000103e+00,0.000000000000000000e+00,2.959999999999999853e-01,8.459999999999999742e-01,6.570000000000000284e-01,1.990000000000000102e-01,2.100000000000000089e+00,4.040000000000000258e-01,4.550000000000000155e-01,1.653999999999999915e+00,4.640000000000000235e-01,5.450000000000000400e-01,1.148000000000000043e+01,9.486000000000000654e+00,9.755000000000000782e+00,1.252100000000000080e+01,9.173999999999999488e+00,1.008099999999999952e+01,1.171000000000000085e+01,1.265700000000000003e+01,1.205499999999999972e+01,1.229199999999999982e+01,1.094599999999999973e+01,9.218999999999999417e+00,1.281900000000000084e+01,1.083900000000000041e+01,9.497999999999999332e+00,1.205199999999999960e+01,1.069899999999999984e+01,9.621999999999999886e+00
2.136299999999999955e+01,2.690000000000000169e-01,1.536999999999999922e+00,1.564000000000000057e+00,6.229999999999999982e-01,3.920000000000000151e-01,9.429999999999999494e-01,6.680000000000000382e-01,4.490000000000000102e-01,2.520000000000000018e-01,1.304999999999999938e+00,9.839999999999999858e-01,2.959999999999999853e-01,0.000000000000000000e+00,8.339999999999999636e-01,5.809999999999999609e-01,1.439999999999999891e-01,2.334000000000000075e+00,2.869999999999999774e-01,6.320000000000000062e-01,1.774999999999999911e+00,6.690000000000000391e-01,7.970000000000000417e-01,1.151900000000000013e+01,9.512000000000000455e+00,9.794000000000000483e+00,1.253599999999999959e+01,9.179000000000000270e+00,1.009800000000000075e+01,1.173099999999999987e+01,1.272199999999999953e+01,1.210599999999999987e+01,1.233900000000000041e+01,1.097600000000000087e+01,9.250999999999999446e+00,1.287100000000000044e+01,1.086200000000000010e+01,9.531000000000000583e+00,1.207900000000000063e+01,1.073900000000000077e+01,9.631000000000000227e+00
2.215800000000000125e+01,9.519999999999999574e-01,2.161999999999999922e+00,2.251999999999999780e+00,4.359999999999999987e-01,7.129999999999999671e-01,1.717999999999999972e+00,1.485000000000000098e+00,4.640000000000000235e-01,6.860000000000000542e-01,9.260000000000000453e-01,1.659999999999999920e+00,8.459999999999999742e-01,8.339999999999999636e-01,0.000000000000000000e+00,2.760000000000000231e-01,9.120000000000000329e-01,2.817000000000000171e+00,1.118000000000000105e+00,1.296000000000000041e+00,2.495999999999999996e+00,6.069999999999999840e-01,1.316000000000000059e+00,1.232300000000000040e+01,1.032399999999999984e+01,1.059699999999999953e+01,1.335500000000000043e+01,1.000200000000000067e+01,1.091600000000000037e+01,1.254599999999999937e+01,1.350300000000000011e+01,1.290000000000000036e+01,1.313599999999999923e+01,1.178599999999999959e+01,1.005899999999999928e+01,1.366399999999999970e+01,1.167600000000000016e+01,1.033799999999999919e+01,1.289100000000000001e+01,1.154199999999999982e+01,1.045199999999999996e+01
